Joaquina Navarrete Contreras,http://curul501.org/congresistas/718,prd
José Valentín Maldonado Salgado,http://curul501.org/congresistas/698,prd
Karen Quiroga Anguiano,http://curul501.org/congresistas/723,prd
Carla Guadalupe Reyes Montiel,http://curul501.org/congresistas/724,prd
Lizbeth Eugenia Rosas Montero,http://curul501.org/congresistas/728,prd
Jessica Salazar Trejo,http://curul501.org/congresistas/729,prd
Graciela Saldaña Fraire,http://curul501.org/congresistas/730,prd
Josefina Salinas Pérez,http://curul501.org/congresistas/733,prd
Alejandro Sánchez Camacho,http://curul501.org/congresistas/734,prd
Guillermo Sánchez Torres,http://curul501.org/congresistas/735,prd
Antonio Sansores Sastre,http://curul501.org/congresistas/736,prd
Rosendo Serrano Toledo,http://curul501.org/congresistas/737,prd
Margarita Elena Tapia Fonllem,http://curul501.org/congresistas/738,prd
Javier Orihuela García,http://curul501.org/congresistas/754,prd
Jorge Salgado Parra,http://curul501.org/congresistas/731,prd
Crystal Tovar Aragón,http://curul501.org/congresistas/739,prd
María Fernanda Romero Lozano,http://curul501.org/congresistas/727,prd
Lorenia Iveth Valles Sampedro,http://curul501.org/congresistas/740,prd
Francisco Tomás Rodríguez Montero,http://curul501.org/congresistas/726,prd
Roberto Carlos Reyes Gámiz,http://curul501.org/congresistas/725,prd
Manuel Rafael Huerta Ladrón de Guevara,http://curul501.org/congresistas/749,pt
José Humberto Vega Vázquez,http://curul501.org/congresistas/760,pt
